Level,Date,State Postal Code,Number of Trips 100-250,Number of Trips 250-500,Number of Trips >=500,Month
State,4/1/2022,ID,"59,406","11,680","5,863",4
State,4/1/2022,AK,"13,075","7,731","5,385",4
State,4/1/2022,PA,"319,271","40,743","26,326",4
State,4/1/2022,HI,"8,903","1,840","5,658",4
State,4/1/2022,RI,"12,341","2,356","3,070",4
State,4/1/2022,GA,"328,713","96,547","39,542",4
State,4/1/2022,WY,"34,497","4,198","2,183",4
State,4/1/2022,SC,"152,518","29,876","12,453",4
State,4/1/2022,FL,"507,127","108,685","158,064",4
State,4/1/2022,SD,"43,893","5,369","2,619",4
State,4/1/2022,DC,"6,783","4,949","4,928",4
State,4/1/2022,WI,"214,147","28,228","19,636",4
State,4/1/2022,TN,"179,647","49,770","22,184",4
State,4/1/2022,DE,"22,681","1,859","1,438",4
State,4/1/2022,TX,"915,743","214,498","122,870",4
State,4/1/2022,CT,"40,723","7,007","9,824",4
State,4/1/2022,UT,"101,871","32,353","16,229",4
State,4/1/2022,CO,"145,005","33,701","59,717",4
State,4/1/2022,MA,"91,694","11,729","25,315",4
State,4/1/2022,VT,"13,683","1,863","1,725",4
State,4/1/2022,CA,"927,478","263,607","140,599",4
State,4/1/2022,VA,"229,417","48,781","23,639",4
State,4/1/2022,AR,"116,468","17,067","5,130",4
State,4/1/2022,MO,"235,885","35,643","20,701",4
State,4/1/2022,MS,"107,395","23,967","4,763",4
State,4/1/2022,MT,"45,991","5,928","4,281",4
State,4/1/2022,MN,"192,612","25,451","32,563",4
State,4/1/2022,NE,"62,410","7,510","6,274",4
State,4/1/2022,MI,"257,142","47,946","39,525",4
State,4/1/2022,WA,"177,331","21,329","45,322",4
State,4/1/2022,NV,"77,183","26,404","17,005",4
State,4/2/2022,NH,"26,306","1,634","3,148",4
State,4/2/2022,TX,"970,956","222,162","119,696",4
State,4/2/2022,CT,"41,849","7,579","9,940",4
State,4/2/2022,MT,"53,718","6,468","4,443",4
State,4/2/2022,IN,"183,805","36,582","24,203",4
State,4/2/2022,AL,"155,565","39,363","8,233",4
State,4/2/2022,OH,"241,137","48,146","35,530",4
State,4/2/2022,MN,"219,781","28,010","33,084",4
State,4/2/2022,UT,"115,229","34,376","16,201",4
State,4/2/2022,CO,"168,268","38,108","62,814",4
State,4/2/2022,NV,"81,398","29,351","18,395",4
State,4/2/2022,IA,"135,554","16,129","8,211",4
State,4/2/2022,NJ,"154,646","29,442","27,892",4
State,4/2/2022,ND,"41,910","6,194","1,902",4
State,4/2/2022,AZ,"245,397","54,776","54,833",4
State,4/2/2022,VT,"13,712","1,915","1,794",4
State,4/2/2022,CA,"1,026,882","289,822","147,271",4
State,4/2/2022,MD,"135,393","25,800","17,055",4
State,4/2/2022,KS,"119,463","21,962","10,227",4
State,4/2/2022,NC,"348,222","59,462","25,210",4
State,4/2/2022,KY,"152,646","20,512","9,646",4
State,4/2/2022,WA,"202,209","24,283","47,611",4
State,4/2/2022,VA,"243,115","51,927","23,970",4
State,4/2/2022,AR,"123,803","17,884","5,023",4
State,4/2/2022,NE,"69,432","7,965","6,306",4
State,4/2/2022,GA,"351,846","107,938","40,594",4
State,4/2/2022,NY,"457,264","67,979","73,112",4
State,4/2/2022,RI,"13,398","2,384","3,051",4
State,4/2/2022,LA,"180,835","29,925","10,879",4
State,4/2/2022,HI,"10,444","2,336","6,064",4
State,4/2/2022,MI,"268,386","50,679","39,912",4
State,4/2/2022,SC,"157,349","30,693","12,927",4
State,4/2/2022,FL,"539,420","113,257","166,550",4
State,4/2/2022,MO,"262,682","36,383","20,403",4
State,4/2/2022,PA,"322,124","40,022","26,558",4
State,4/2/2022,ID,"68,075","12,281","5,777",4
State,4/2/2022,OR,"137,122","19,048","17,317",4
State,4/2/2022,MS,"111,995","25,451","4,757",4
State,4/2/2022,SD,"46,724","5,675","2,710",4
State,4/2/2022,DC,"7,473","5,481","5,000",4
State,4/2/2022,MA,"100,108","11,905","25,612",4
State,4/2/2022,AK,"14,171","6,070","5,964",4
State,4/2/2022,NM,"124,686","28,502","6,314",4
State,4/2/2022,IL,"346,922","88,897","74,526",4
State,4/2/2022,WY,"37,662","4,474","2,224",4
State,4/2/2022,TN,"187,524","50,072","21,879",4
State,4/2/2022,DE,"23,937","1,969","1,416",4
State,4/2/2022,ME,"33,325","2,465","2,207",4
State,4/2/2022,OK,"142,626","20,259","8,129",4
State,4/2/2022,WI,"239,965","28,914","19,598",4
State,4/2/2022,WV,"62,952","6,974","1,670",4
State,4/3/2022,NH,"26,192","1,650","2,891",4
State,4/3/2022,OK,"143,127","19,003","7,305",4
State,4/3/2022,WV,"66,237","6,569","1,483",4
State,4/3/2022,IN,"191,222","35,430","22,520",4
State,4/3/2022,ME,"33,417","2,367","1,975",4
State,4/3/2022,TX,"989,661","217,749","111,206",4
State,4/3/2022,DC,"8,089","5,300","4,535",4
State,4/3/2022,NY,"472,513","65,412","69,818",4
State,4/3/2022,OR,"132,497","17,558","14,708",4
State,4/3/2022,AZ,"228,522","48,851","45,794",4
State,4/3/2022,IL,"349,892","83,923","67,207",4
State,4/3/2022,MI,"271,753","48,978","36,999",4
State,4/3/2022,TN,"193,603","49,144","19,812",4
State,4/3/2022,FL,"541,635","108,479","154,702",4
State,4/3/2022,MT,"54,181","5,690","3,810",4
State,4/3/2022,PA,"338,295","38,869","24,462",4
State,4/3/2022,WI,"237,506","26,912","17,569",4
State,4/3/2022,ID,"67,354","11,766","5,108",4
State,4/3/2022,MO,"263,210","35,040","18,281",4
State,4/3/2022,SD,"47,424","5,538","2,280",4
State,4/3/2022,GA,"372,452","110,417","39,596",4
State,4/3/2022,NV,"77,612","26,176","15,318",4
State,4/3/2022,RI,"13,669","2,296","2,837",4
State,4/3/2022,HI,"9,089","2,009","4,723",4
State,4/3/2022,SC,"164,365","30,534","11,954",4
State,4/3/2022,LA,"185,559","29,042","9,991",4
State,4/3/2022,AL,"160,153","38,776","7,312",4
State,4/3/2022,MN,"216,403","26,063","29,589",4
State,4/3/2022,WA,"203,236","23,141","40,940",4
State,4/3/2022,CA,"1,020,629","265,932","126,916",4
State,4/3/2022,NC,"361,105","58,547","23,660",4
State,4/3/2022,AR,"129,181","17,845","4,685",4
State,4/3/2022,KY,"159,547","20,380","9,213",4
State,4/3/2022,MD,"139,725","26,484","16,374",4
State,4/3/2022,VA,"258,549","51,023","23,228",4
State,4/3/2022,CO,"163,941","34,884","54,103",4
State,4/3/2022,NM,"122,050","27,793","5,422",4
State,4/3/2022,ND,"40,239","5,772","1,742",4
State,4/3/2022,WY,"37,713","4,118","1,944",4
State,4/3/2022,KS,"117,846","20,273","9,268",4
State,4/3/2022,MA,"101,160","11,767","24,398",4
State,4/3/2022,VT,"13,998","1,656","1,603",4
State,4/3/2022,CT,"42,508","7,116","9,335",4
State,4/3/2022,NE,"70,539","7,599","5,733",4
State,4/3/2022,OH,"252,591","46,938","32,674",4
State,4/3/2022,AK,"13,054","7,578","4,677",4
State,4/3/2022,IA,"138,104","15,105","7,710",4
State,4/3/2022,MS,"116,325","24,569","4,316",4
State,4/3/2022,UT,"114,465","32,518","14,688",4
State,4/3/2022,DE,"25,465","1,885","1,336",4
State,4/3/2022,NJ,"163,723","29,324","26,747",4
State,4/4/2022,NH,"22,936","1,550","3,064",4
State,4/4/2022,MI,"238,180","43,742","38,525",4
State,4/4/2022,NV,"73,841","26,645","17,254",4
State,4/4/2022,MN,"180,813","24,026","32,041",4
State,4/4/2022,NE,"58,995","7,008","6,090",4
State,4/4/2022,MS,"102,697","23,948","4,719",4
State,4/4/2022,MT,"46,217","5,413","4,182",4
State,4/4/2022,MO,"228,911","32,656","19,583",4
State,4/4/2022,WA,"184,210","23,484","46,699",4
State,4/4/2022,CA,"909,126","262,204","144,228",4
State,4/4/2022,WY,"34,189","3,830","2,135",4
State,4/4/2022,VA,"221,100","48,831","24,104",4
State,4/4/2022,CO,"143,874","33,428","59,297",4
State,4/4/2022,VT,"12,756","1,690","1,659",4
State,4/4/2022,CT,"37,776","6,693","9,525",4
State,4/4/2022,UT,"98,693","31,733","16,351",4
State,4/4/2022,DE,"21,595","1,719","1,390",4
State,4/4/2022,AK,"12,680","7,248","5,774",4
State,4/4/2022,TX,"865,186","206,684","119,178",4
State,4/4/2022,DC,"6,462","4,981","4,812",4
State,4/4/2022,TN,"172,442","47,189","21,261",4
State,4/4/2022,FL,"478,718","101,983","168,209",4
State,4/4/2022,SD,"39,867","4,970","2,519",4
State,4/4/2022,GA,"327,014","109,349","41,967",4
State,4/4/2022,SC,"144,353","29,388","12,801",4
State,4/4/2022,HI,"8,948","1,929","6,065",4
State,4/4/2022,WI,"199,425","25,755","18,645",4
State,4/4/2022,RI,"11,875","2,088","2,981",4
State,4/4/2022,ID,"58,698","11,419","5,665",4
State,4/4/2022,PA,"291,964","38,447","25,690",4
State,4/4/2022,IL,"302,223","79,910","70,925",4
State,4/4/2022,OR,"119,598","17,513","16,812",4
State,4/4/2022,IN,"165,914","33,686","23,927",4
State,4/4/2022,AZ,"211,085","50,037","54,860",4
State,4/4/2022,OK,"128,720","17,852","8,020",4
State,4/4/2022,IA,"116,599","14,518","8,206",4
State,4/4/2022,OH,"224,989","43,825","33,872",4
State,4/4/2022,KS,"103,236","19,611","9,972",4
State,4/4/2022,AL,"141,504","35,657","7,988",4
State,4/4/2022,ND,"34,305","5,225","1,888",4
State,4/4/2022,KY,"143,645","20,259","9,932",4
State,4/4/2022,NC,"314,276","55,168","24,207",4
State,4/4/2022,LA,"167,262","27,193","10,607",4
State,4/4/2022,WV,"59,428","6,814","1,548",4
State,4/4/2022,NY,"405,364","63,044","71,187",4
State,4/4/2022,ME,"30,860","2,398","2,064",4
State,4/4/2022,NM,"108,316","26,671","5,984",4
State,4/4/2022,MD,"113,380","24,697","16,683",4
State,4/4/2022,NJ,"138,305","27,355","27,263",4
State,4/4/2022,MA,"87,525","11,442","24,833",4
State,4/4/2022,AR,"112,606","16,703","4,975",4
State,4/5/2022,OK,"135,068","18,801","8,450",4
State,4/5/2022,MS,"105,449","25,530","4,969",4
State,4/5/2022,DE,"21,834","1,748","1,474",4
State,4/5/2022,UT,"101,380","32,889","17,542",4
State,4/5/2022,NM,"105,600","27,914","6,428",4
State,4/5/2022,IA,"129,203","15,267","8,523",4
State,4/5/2022,AZ,"208,378","52,954","54,137",4
State,4/5/2022,OH,"253,254","47,477","35,659",4
State,4/5/2022,NH,"24,496","1,716","3,285",4
State,4/5/2022,CT,"41,168","6,815","10,058",4
State,4/5/2022,VT,"13,785","2,047","1,821",4
State,4/5/2022,NE,"63,568","7,362","6,231",4
State,4/5/2022,KS,"111,490","19,810","10,590",4
State,4/5/2022,WY,"34,568","4,052","2,107",4
State,4/5/2022,ND,"35,490","6,010","2,093",4
State,4/5/2022,MA,"90,733","11,548","26,702",4
State,4/5/2022,CO,"143,089","32,970","59,289",4
State,4/5/2022,VA,"241,136","52,001","27,178",4
State,4/5/2022,MD,"115,916","25,240","17,161",4
State,4/5/2022,KY,"160,584","23,588","11,603",4
State,4/5/2022,WV,"62,528","7,321","1,787",4
State,4/5/2022,NC,"330,221","58,167","25,464",4
State,4/5/2022,MN,"184,838","24,405","34,438",4
State,4/5/2022,CA,"925,641","261,306","144,991",4
State,4/5/2022,MO,"235,708","35,239","20,990",4
State,4/5/2022,SC,"154,273","30,579","12,894",4
State,4/5/2022,WI,"211,923","28,338","19,507",4
State,4/5/2022,NJ,"134,503","28,515","28,791",4
State,4/5/2022,HI,"8,681","2,020","6,059",4
State,4/5/2022,LA,"171,920","28,975","11,300",4
State,4/5/2022,RI,"11,833","2,102","3,143",4
State,4/5/2022,MI,"258,461","45,645","42,829",4
State,4/5/2022,GA,"359,106","125,053","44,918",4
State,4/5/2022,SD,"44,216","5,434","2,568",4
State,4/5/2022,NY,"420,641","68,046","74,520",4
State,4/5/2022,ID,"58,421","11,504","5,800",4
State,4/5/2022,AL,"149,869","36,044","8,311",4
State,4/5/2022,PA,"314,665","41,279","27,808",4
State,4/5/2022,NV,"77,745","26,993","17,310",4
State,4/5/2022,FL,"509,026","111,100","169,559",4
State,4/5/2022,TN,"182,922","48,930","22,020",4
State,4/5/2022,MT,"46,165","5,902","4,418",4
State,4/5/2022,IL,"319,295","82,615","74,244",4
State,4/5/2022,AK,"12,184","4,531","5,931",4
State,4/5/2022,OR,"121,072","17,578","16,475",4
State,4/5/2022,WA,"191,122","23,594","47,885",4
State,4/5/2022,DC,"6,056","4,828","4,774",4
State,4/5/2022,TX,"923,481","214,560","130,626",4
State,4/5/2022,AR,"117,849","17,459","5,239",4
State,4/5/2022,IN,"180,791","36,784","26,689",4
State,4/5/2022,ME,"33,286","2,506","2,395",4
State,4/6/2022,MO,"229,753","31,980","18,967",4
State,4/6/2022,AL,"140,373","33,021","7,629",4
State,4/6/2022,AK,"11,549","5,927","6,170",4
State,4/6/2022,AZ,"206,524","50,150","54,451",4
State,4/6/2022,AR,"116,345","15,948","4,892",4
State,4/6/2022,CA,"904,999","245,887","140,664",4
State,4/6/2022,CO,"144,574","31,962","57,392",4
State,4/6/2022,CT,"38,722","6,254","9,402",4
State,4/6/2022,DE,"20,576","1,636","1,401",4
State,4/6/2022,DC,"5,945","4,661","4,638",4
State,4/6/2022,FL,"454,676","99,152","163,985",4
State,4/6/2022,GA,"333,018","112,325","41,355",4
State,4/6/2022,HI,"9,110","2,171","6,225",4
State,4/6/2022,ID,"60,512","11,265","5,443",4
State,4/6/2022,IL,"307,666","77,703","66,980",4
State,4/6/2022,IN,"169,625","33,352","23,628",4
State,4/6/2022,IA,"128,233","14,300","7,648",4
State,4/6/2022,KS,"106,819","18,797","9,395",4
State,4/6/2022,KY,"151,566","21,069","10,666",4
State,4/6/2022,LA,"159,601","27,905","10,270",4
State,4/6/2022,ME,"30,950","2,424","2,154",4
State,4/6/2022,MD,"108,005","22,685","15,682",4
State,4/6/2022,MA,"85,100","10,611","23,313",4
State,4/6/2022,MI,"247,035","43,073","38,757",4
State,4/6/2022,MN,"176,202","22,612","31,436",4
State,4/6/2022,MS,"101,875","22,723","4,728",4
State,4/6/2022,MT,"46,020","5,441","4,204",4
State,4/6/2022,NE,"60,873","7,036","5,703",4
State,4/6/2022,NV,"76,014","27,298","17,266",4
State,4/6/2022,NH,"23,322","1,520","2,914",4
State,4/6/2022,NJ,"123,824","26,133","25,905",4
State,4/6/2022,NM,"111,071","28,043","5,981",4
State,4/6/2022,NY,"410,753","63,386","69,207",4
State,4/6/2022,NC,"302,944","53,623","23,161",4
State,4/6/2022,ND,"33,806","5,599","1,999",4
State,4/6/2022,OH,"236,262","43,161","32,590",4
State,4/6/2022,OK,"126,505","17,479","7,869",4
State,4/6/2022,OR,"119,826","17,674","16,195",4
State,4/6/2022,PA,"296,346","38,236","25,009",4
State,4/6/2022,RI,"11,119","2,031","2,919",4
State,4/6/2022,SC,"140,095","27,943","12,005",4
State,4/6/2022,SD,"41,474","5,147","2,444",4
State,4/6/2022,TN,"171,896","45,096","19,764",4
State,4/6/2022,TX,"833,792","195,949","116,486",4
State,4/6/2022,UT,"98,942","31,725","16,517",4
State,4/6/2022,VT,"13,932","1,838","1,675",4
State,4/6/2022,VA,"223,022","49,204","24,612",4
State,4/6/2022,WA,"187,254","23,780","45,971",4
State,4/6/2022,WV,"58,409","6,493","1,645",4
State,4/6/2022,WI,"207,241","26,765","17,453",4
State,4/6/2022,WY,"33,781","3,955","2,054",4
State,4/7/2022,TX,"876,893","207,845","125,237",4
State,4/7/2022,OK,"130,449","18,354","8,193",4
State,4/7/2022,NM,"111,302","28,285","6,230",4
State,4/7/2022,DE,"21,372","1,796","1,487",4
State,4/7/2022,TN,"179,055","46,904","21,310",4
State,4/7/2022,NE,"63,988","7,413","6,186",4
State,4/7/2022,IL,"322,073","82,668","71,825",4
State,4/7/2022,DC,"6,810","4,949","4,806",4
State,4/7/2022,OR,"123,288","17,579","16,218",4
State,4/7/2022,MS,"105,292","24,211","5,180",4
State,4/7/2022,SD,"42,249","5,559","2,552",4
State,4/7/2022,WI,"210,811","27,448","18,644",4
State,4/7/2022,MO,"236,871","34,477","19,963",4
State,4/7/2022,ID,"62,393","12,373","5,724",4
State,4/7/2022,NV,"77,528","27,748","17,410",4
State,4/7/2022,PA,"306,111","39,748","26,887",4
State,4/7/2022,LA,"170,225","28,658","11,035",4
State,4/7/2022,FL,"468,152","101,678","169,295",4
State,4/7/2022,SC,"151,132","30,546","12,855",4
State,4/7/2022,AZ,"209,303","50,911","55,125",4
State,4/7/2022,HI,"9,130","2,181","5,965",4
State,4/7/2022,AK,"12,125","4,742","6,079",4
State,4/7/2022,RI,"11,737","2,020","3,147",4
State,4/7/2022,NY,"421,432","67,450","75,608",4
State,4/7/2022,GA,"350,020","118,714","46,246",4
State,4/7/2022,MD,"113,489","24,473","17,154",4
State,4/7/2022,AR,"120,784","17,429","5,251",4
State,4/7/2022,VA,"235,643","52,918","26,099",4
State,4/7/2022,WA,"190,724","23,921","47,271",4
State,4/7/2022,KY,"161,550","21,912","11,336",4
State,4/7/2022,WY,"34,055","4,104","2,125",4
State,4/7/2022,NC,"319,059","56,432","24,807",4
State,4/7/2022,NJ,"132,896","28,394","29,033",4
State,4/7/2022,AL,"145,962","36,134","8,302",4
State,4/7/2022,CA,"925,868","258,373","148,069",4
State,4/7/2022,NH,"23,361","1,668","3,130",4
State,4/7/2022,KS,"107,849","19,613","10,107",4
State,4/7/2022,WV,"59,764","6,811","1,699",4
State,4/7/2022,ND,"33,396","5,970","2,033",4
State,4/7/2022,MN,"185,278","24,119","32,626",4
State,4/7/2022,VT,"13,285","1,971","1,644",4
State,4/7/2022,CO,"144,718","33,177","60,016",4
State,4/7/2022,MT,"48,607","5,337","4,395",4
State,4/7/2022,IA,"130,443","15,434","8,150",4
State,4/7/2022,MA,"87,925","11,169","25,473",4
State,4/7/2022,OH,"246,665","46,306","34,381",4
State,4/7/2022,ME,"32,484","2,578","2,281",4
State,4/7/2022,UT,"104,042","32,173","17,780",4
State,4/7/2022,CT,"40,060","6,417","10,255",4
State,4/7/2022,MI,"256,760","45,319","40,814",4
State,4/7/2022,IN,"177,651","34,617","25,697",4
State,4/8/2022,AL,"152,174","33,768","7,739",4
State,4/8/2022,NH,"24,556","1,654","2,830",4
State,4/8/2022,MD,"117,637","25,125","15,691",4
State,4/8/2022,NJ,"129,152","27,066","26,119",4
State,4/8/2022,ME,"35,158","2,660","2,105",4
State,4/8/2022,AZ,"211,550","51,973","50,338",4
State,4/8/2022,NM,"107,705","28,716","6,160",4
State,4/8/2022,LA,"162,740","28,169","10,671",4
State,4/8/2022,NY,"427,522","70,257","65,986",4
State,4/8/2022,KY,"174,263","23,559","10,618",4
State,4/8/2022,NC,"331,231","57,171","23,609",4
State,4/8/2022,KS,"111,745","21,129","9,603",4
State,4/8/2022,ND,"33,771","6,416","1,928",4
State,4/8/2022,IA,"135,147","16,116","7,574",4
State,4/8/2022,WV,"61,453","7,448","1,631",4
State,4/8/2022,OH,"270,664","48,376","32,350",4
State,4/8/2022,IN,"192,379","36,203","23,544",4
State,4/8/2022,OK,"137,070","18,207","7,719",4
State,4/8/2022,IL,"325,366","79,642","67,335",4
State,4/8/2022,OR,"122,429","18,078","14,815",4
State,4/8/2022,ID,"63,008","12,995","5,417",4
State,4/8/2022,AK,"11,205","5,820","6,963",4
State,4/8/2022,PA,"315,233","41,917","24,794",4
State,4/8/2022,HI,"9,404","1,956","5,580",4
State,4/8/2022,RI,"13,910","1,935","2,786",4
State,4/8/2022,GA,"362,588","114,540","41,586",4
State,4/8/2022,WY,"32,563","4,280","2,001",4
State,4/8/2022,SC,"155,458","29,868","11,918",4
State,4/8/2022,FL,"487,024","106,314","157,389",4
State,4/8/2022,SD,"44,828","5,691","2,426",4
State,4/8/2022,DC,"5,940","4,689","4,517",4
State,4/8/2022,WI,"218,522","29,943","17,127",4
State,4/8/2022,TN,"189,663","46,323","19,662",4
State,4/8/2022,DE,"21,843","1,803","1,402",4
State,4/8/2022,TX,"879,936","203,142","114,459",4
State,4/8/2022,CT,"43,995","6,447","9,274",4
State,4/8/2022,UT,"105,076","33,683","16,637",4
State,4/8/2022,CO,"144,448","30,984","55,413",4
State,4/8/2022,MA,"93,175","11,183","22,209",4
State,4/8/2022,VT,"15,302","1,989","1,541",4
State,4/8/2022,CA,"900,928","244,477","129,093",4
State,4/8/2022,VA,"244,819","52,775","24,649",4
State,4/8/2022,AR,"124,909","17,369","4,979",4
State,4/8/2022,MO,"243,109","35,702","18,896",4
State,4/8/2022,MS,"105,295","25,007","4,871",4
State,4/8/2022,MT,"47,002","5,676","3,952",4
State,4/8/2022,MN,"183,589","24,148","30,800",4
State,4/8/2022,NE,"65,080","7,540","5,912",4
State,4/8/2022,MI,"271,854","44,681","36,312",4
State,4/8/2022,WA,"193,644","24,344","41,933",4
State,4/8/2022,NV,"77,259","25,986","15,603",4
State,4/9/2022,NH,"26,469","1,657","3,021",4
State,4/9/2022,TX,"983,150","226,921","127,454",4
State,4/9/2022,CT,"45,183","7,748","10,122",4
State,4/9/2022,MT,"52,636","6,005","4,365",4
State,4/9/2022,IN,"196,562","35,427","23,399",4
State,4/9/2022,AL,"155,707","36,691","8,095",4
State,4/9/2022,OH,"267,380","50,655","34,147",4
State,4/9/2022,MN,"207,172","26,432","33,209",4
State,4/9/2022,UT,"112,409","34,987","17,085",4
State,4/9/2022,CO,"159,567","34,852","60,343",4
State,4/9/2022,NV,"80,408","28,359","17,923",4
State,4/9/2022,IA,"141,506","16,987","8,212",4
State,4/9/2022,NJ,"151,626","30,056","28,142",4
State,4/9/2022,ND,"38,688","6,634","2,006",4
State,4/9/2022,AZ,"228,566","53,496","56,350",4
State,4/9/2022,VT,"13,907","2,014","1,673",4
State,4/9/2022,CA,"981,002","275,081","149,945",4
State,4/9/2022,MD,"136,873","28,287","17,648",4
State,4/9/2022,KS,"119,243","21,838","10,355",4
State,4/9/2022,NC,"361,613","61,706","25,024",4
State,4/9/2022,KY,"172,445","23,524","10,198",4
State,4/9/2022,WA,"210,492","25,251","46,298",4
State,4/9/2022,VA,"261,212","56,146","25,553",4
State,4/9/2022,AR,"127,655","17,755","5,297",4
State,4/9/2022,NE,"69,869","7,684","6,285",4
State,4/9/2022,GA,"374,153","118,200","43,211",4
State,4/9/2022,NY,"465,824","70,983","73,150",4
State,4/9/2022,RI,"12,837","2,095","2,952",4
State,4/9/2022,LA,"182,669","30,343","11,669",4
State,4/9/2022,HI,"9,890","2,171","6,086",4
State,4/9/2022,MI,"273,634","47,973","38,303",4
State,4/9/2022,SC,"168,644","32,788","12,932",4
State,4/9/2022,FL,"544,445","115,853","172,573",4
State,4/9/2022,MO,"257,088","37,194","20,374",4
State,4/9/2022,PA,"334,025","42,072","26,450",4
State,4/9/2022,ID,"66,322","13,123","5,920",4
State,4/9/2022,OR,"134,225","19,149","16,451",4
State,4/9/2022,MS,"112,227","26,133","5,017",4
State,4/9/2022,SD,"47,487","5,698","2,610",4
State,4/9/2022,DC,"7,458","5,559","4,571",4
State,4/9/2022,MA,"99,701","12,186","24,949",4
State,4/9/2022,AK,"11,134","7,486","6,514",4
State,4/9/2022,NM,"117,670","28,788","6,300",4
State,4/9/2022,IL,"343,952","87,072","71,410",4
